9569947	3441261
6803319	3039759
4512344	2598053
3627251	4655810
4401328	6373362
5640464	6841584
6422070	6400680
7151028	6133417
7953571	6548297
8251705	5464778
8423792	4628305
7618641	4614623
5815264	3750919
4316704	6320816
3083530	16269725
3659678	28620700
7902569	36633308
15922251	33543175
24924969	21363070
31992520	12980868
32753236	7518789
22395336	3087988
8380484	6692031
788704	14535385
000000	20939859
4615764	23489680
14482967	20384801
23823119	13957508
25238175	5585921
20132214	-039564
13754105	000000
7198017	233559
2863940	-005042
2998275	2744473
4871273	6978468
5590277	7726236
5597859	4992252
7694264	2742865
10746132	1363561
10655743	004296
6289405	440537
3560421	2861381
4340793	4648064
3863679	6077515
4126353	8128908
5876035	9688516
7808344	10539922
10118994	10831127
11273671	11751306
10678258	13166040
9799177	13114267
12127740	13800100
15625576	16930759
15889989	20885197
16168320	23470350
18865105	24290359
21952011	33656242
23638623	58968919
25011017	88526620
33283307	103778937
54039908	92970062
78713829	63024279
89352539	33800107
78654560	16965284
55240056	11259496
30666806	10895676
14331491	13609285
8831867	18371547
9604457	23319734
13762047	28001124
17642675	30698409
19945955	30169750
24630908	28201733
28519908	31348853
26503859	49399600
23197182	81753200
28131223	108233000
47660834	107396522
75181076	81999303
94184011	49783252
91959312	25333405
68970636	14208930
40230333	10761868
20132911	9335645
11099680	9490144
9796714	11958477
10579941	14830121
9549918	16156795
10453083	15682715
13608688	10509540
13924451	4119066
10839119	3038709
6601742	6517882
3967571	12092168
4024287	19497571
6674887	27040610
11399770	31019541
17391793	31891992
24557521	30453844
28921233	25854606
28291715	23823403
25657740	38277145
22400505	77070825
24089926	129239349
42318492	167354194
81299737	162269103
125465230	117102006
145153282	65773600
126449105	36889041
83905106	46798321
44462300	94657480
31912986	151918521
53199041	179123172
97888417	157333720
140932240	104198843
149907946	54020816
117758494	23947607
70438496	11589176
34143810	8028791
15589603	6120572
7183524	5094545
2988155	4736168
2928820	5491330
3991340	8563649
4311188	10976874
6206691	10405392
7962029	7804470
7733464	5090141
7222107	2233179
5505253	000000
2276953	2311552
-000000	9969613
495132	20347228
4576865	29601016
11912163	35203572
19522495	35983233
25179057	30190228
28298831	19279852
26202736	11905729
19417191	21852001
12990522	53672103
14892238	92575434
31618451	115343104
60192770	108129009
87660052	76786330
96707657	42893471
80345204	22337728
50232252	13820780
24000942	12952272
10064113	16768820
8378209	22094850
12721984	30813422
16211988	41744140
20277544	47026455
27987750	44738262
36981945	40050373
40859976	39406501
37484268	52226446
33514272	79013444
38079720	102762584
57751953	105972501
82570815	88264101
92191271	64129808
81251437	44140342
60124801	29505294
40740004	20505969
26189664	14944398
15661728	11710802
10047479	14206260
8357942	20584899
9423579	26513486
13956629	30300933
18947388	30638315
22051848	27592383
25006804	21778017
23868282	18299937
18052389	27431085
14805921	56344815
19426841	100042397
38597825	137774659
71450882	151292255
106611302	135201849
128722990	95171128
121554634	54235859
89315426	28879882
53165242	16101136
26951289	11390003
13243356	13876556
9443697	27050094
11324560	50411805
18501781	73986147
36622531	87058885
60408334	81978316
71551513	59965817
63547381	34076700
47872234	16787171
31837622	9103050
15613088	7887261
5512661	14836285
3921412	32454671
8822314	59800899
22775697	85367265
45997108	93047358
69446426	78259427
77189329	51312103
64678044	27503863
42346986	11522463
22304967	3386179
9956040	6584065
3235113	19799884
3436869	38784430
12855807	55407495
27695117	58999392
41837039	49064312
47093799	33325551
38772918	20542162
25084798	16459009
15684479	18356255
10812318	23591287
9729285	37295099
15692229	56238911
29492125	64051131
42755123	51433249
47616107	27608092
40966655	8123745
23637837	-000000
6973612	2564472
000000	11741583
227661	26770554
5202931	49283414
17394272	69705282
36403757	73375434
53426274	59120913
58173769	35855587
49368984	15153443
31740433	5258111
14506776	4429960
5591518	6125722
2855125	7687181
2664852	12163304
4937844	19583520
8515132	24470064
12515614	22920320
16007322	14875313
15429412	4862285
9821772	000000
4258069	2039111
915784	7584859
000000	13616160
4506571	18644888
11315626	24087811
16309540	28556725
20197171	25953816
22986239	18484231
22384969	16952989
16962698	29463406
13865182	60057385
24483534	99342124
51143402	120287814
82346690	107239598
99310997	73514148
91052360	40788002
64258569	22165358
36553300	19524801
19847808	22567767
15077739	24526365
17216701	28220093
19918763	33836712
22841357	40188173
27322119	44710995
31788668	48598384
36484807	62136249
42278531	92593680
53863892	130623821
78010535	152494252
108826257	144927632
128318901	112666838
123207804	76454163
95663439	69047181
64971286	113108357
58550842	201346050
94439951	283172836
167942203	299048582
238816964	237826073
254181805	142681781
202845382	71899060
122141441	54359720
61167421	87329409
46927670	150516251
77119585	201868567
129928982	202971947
171158124	155538271
173137754	92482652
134781307	45952024
81415598	32100216
43335921	54624653
33366223	105019888
50330429	158279831
88811314	182742865
132293479	164356113
153427898	118056993
137876419	69828440
98771324	37265543
59346984	22958790
32607718	15706952
19554164	12102287
14806017	16223573
13142555	20996115
14043666	26021349
17904697	36173669
22680856	47511929
30058331	57683521
41479152	62498814
50826283	53309901
51234670	33245872
41062313	15940513
25968953	6789939
13213771	4267279
6540549	6708401
4290353	11900727
3943036	18334427
7709997	25262041
14124379	30419723
20299670	29937782
23749373	23182413
21956087	12897012
17140448	3988248
10939360	528857
5631506	-000000
2152508	358394
000000	3131189
794752	5854816
4165658	8251617
8627645	12011787
12319681	14094842
13497059	11504740
13376340	6284839
12630152	2643910
9609093	3172359
4906138	7175062
3518242	13370171
8190569	21742525
16284846	28762881
23912917	32527282
28084232	34464632
28790283	34368868
29408605	31882100
30118551	30649928
28272931	43563462
28882005	81531571
43577126	139983285
79371823	193417949
128367232	204302401
164612673	160704940
164059165	94095572
127682468	47671330
76217664	47035873
40524474	100166826
48661322	181988437
100618312	233351009
164071030	219985580
198195212	159143849
181443474	87090763
124877826	35101269
63471906	10764889
23776197	176639
6172584	-3654093
774007	-479835
-263821	6716079
247899	17056452
6076985	32559118
18967922	46322569
32929571	46681752
39657277	33657080
36997168	14232950
26234593	-284316
10434808	-6163426
-404882	-7409919
-3231383	-313921
-2865845	11986025
808061	26502993
9487356	43470567
22741841	51799939
36683277	47165040
42892677	32722182
35297117	13339932
19735388	-052144
4939423	-5322478
-5427137	-4955964
-7366466	2804973
-2104621	16050710
5537077	33905332
16346809	52661957
30563396	59446936
43516517	50220607
47220822	33837024
37304152	16177695
21334070	2205017
8378027	000000
894536	8510118
000000	19057709
6170090	29965432
17076647	44168323
28506269	57887128
38914403	62195977
47148666	54709967
48059449	44114397
42080672	41059451
35835591	54270302
38070149	91562470
55420934	146555641
89689916	195691149
135605519	210130726
171864736	178413291
173262790	121814983
137041169	77874962
88315348	81052400
62617127	146629390
85939685	254297987
157937464	344100959
249901758	353802389
306368015	277890584
281753110	166334439
196268158	81164952
107548630	60354247
57756211	106343937
64404823	192100067
119470900	265246939
191120524	279025115
234466982	229816613
220428574	151064282
165200708	78972342
103798197	32354214
52375264	12560197
18345254	14716113
6147548	29210725
13256854	45113817
29306038	62302871
43164983	79018433
56140548	89415432
